,HT,Score,AT,attendance,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves,HomeFouls,HomeCorners,HomeCrosses,HomeTouches,HomeTackles,HomeInterceptions,HomeAerials,HomeClearances,HomeOffsides,HomeGoalKicks,HomeThrowIns,HomeLongBalls,AwayFouls,AwayCorners,AwayCrosses,AwayTouches,AwayTackles,AwayInterceptions,AwayAerials,AwayClearances,AwayOffsides,AwayGoalKicks,AwayThrowIns,AwayLongBalls
1240,Coritiba,1–0,Vasco da Gama,,Luiz Flávio de Oliveira,1,0,"https://fbref.com/en/matches/3a50006f/Coritiba-Vasco-da-Gama-September-20-2020-Serie-A"">Match Report",54%,46%,86%,85%,17%,27%,100%,50%,14,6,20,661,21,9,15,15,3,10,23,61,15,6,20,590,12,12,10,14,0,10,16,57
1241,Botafogo (RJ),0–0,Santos,,Jose Mendonca da Silva Junior,0,0,"https://fbref.com/en/matches/85f22a9e/Botafogo-RJ-Santos-September-20-2020-Serie-A"">Match Report",44%,56%,77%,84%,25%,29%,100%,0%,15,8,25,504,7,14,13,23,0,12,20,62,13,10,26,608,16,18,12,17,1,11,20,42
1242,Sport Recife,1–0,Fluminense,,Leandro Pedro Vuaden,1,0,"https://fbref.com/en/matches/6a97c2ac/Sport-Recife-Fluminense-September-20-2020-Serie-A"">Match Report",26%,74%,68%,88%,38%,26%,100%,66%,10,5,12,440,20,14,14,31,3,12,14,54,9,8,28,902,16,13,13,5,3,6,29,47
1243,Sport Recife,1–0,Corinthians,,Wilton Sampaio,1,0,"https://fbref.com/en/matches/22ebfcf3/Sport-Recife-Corinthians-September-23-2020-Serie-A"">Match Report",47%,53%,83%,87%,33%,13%,100%,33%,11,3,15,636,19,11,11,24,1,9,24,59,15,8,32,691,10,11,20,9,2,4,29,45
1244,Atl Paranaense,1–0,Bahia,,Ricardo Marques Ribeiro,1,0,"https://fbref.com/en/matches/43a29213/Atletico-Paranaense-Bahia-September-26-2020-Serie-A"">Match Report",56%,45%,84%,81%,31%,29%,100%,75%,20,1,11,675,14,14,15,16,2,3,16,67,11,6,21,581,8,15,10,5,4,9,25,58
1245,Internacional,1–1,São Paulo,,Marcelo de Lima Henrique,1,1,"https://fbref.com/en/matches/53888977/Internacional-Sao-Paulo-September-26-2020-Serie-A"">Match Report",42%,58%,77%,83%,25%,33%,83%,0%,16,1,12,554,12,16,14,25,3,11,14,82,16,4,26,721,9,13,17,8,0,1,22,48
1246,Atlético Mineiro,3–1,Grêmio,,Caio Max Augusto Vieira,3,1,"https://fbref.com/en/matches/75a1106f/Atletico-Mineiro-Gremio-September-26-2020-Serie-A"">Match Report",53%,47%,83%,81%,30%,44%,75%,50%,20,9,26,640,13,22,13,7,0,5,21,54,11,4,20,605,10,17,6,23,0,8,23,44
1247,Vasco da Gama,1–1,Bragantino,,Rodolpho Toski Marques,1,1,"https://fbref.com/en/matches/28711b7d/Vasco-da-Gama-Bragantino-September-27-2020-Serie-A"">Match Report",58%,42%,90%,83%,9%,25%,66%,0%,9,2,14,703,18,12,11,14,4,12,21,42,16,5,22,530,24,10,8,13,1,5,16,44
1248,Palmeiras,1–1,Flamengo,,Jean Pierre Goncalves Lima,1,1,"https://fbref.com/en/matches/563aa5b4/Palmeiras-Flamengo-September-27-2020-Serie-A"">Match Report",60%,40%,87%,81%,41%,40%,75%,85%,13,5,29,660,12,13,15,11,1,6,20,55,16,4,16,492,13,10,7,21,0,15,10,46
1249,Atl Goianiense,1–1,Botafogo (RJ),,Leandro Pedro Vuaden,1,1,"https://fbref.com/en/matches/9d8e2250/Atletico-Goianiense-Botafogo-RJ-September-27-2020-Serie-A"">Match Report",53%,47%,83%,81%,20%,31%,80%,50%,16,7,31,588,8,14,16,16,2,7,17,41,12,5,23,548,11,12,12,19,0,14,20,59
1250,Ceará,2–2,Goiás,,Ramon Abatti Abel,2,2,"https://fbref.com/en/matches/44f44f56/Ceara-Goias-September-27-2020-Serie-A"">Match Report",60%,40%,79%,71%,26%,70%,71%,60%,14,11,34,600,10,13,23,17,8,3,29,59,14,7,16,447,8,14,21,24,3,11,16,57
1251,Santos,1–1,Fortaleza,,Heber Roberto Lopes,1,1,"https://fbref.com/en/matches/27253bcb/Santos-Fortaleza-September-27-2020-Serie-A"">Match Report",55%,46%,86%,85%,47%,23%,66%,71%,12,9,34,576,13,13,11,6,1,7,9,42,19,5,10,528,12,16,9,22,2,8,17,40
1252,Fluminense,4–0,Coritiba,,Vinicius Gonçalves Dias Araujo,4,0,"https://fbref.com/en/matches/791e3f10/Fluminense-Coritiba-September-28-2020-Serie-A"">Match Report",44%,57%,84%,87%,47%,10%,100%,42%,16,5,17,573,10,8,15,22,0,6,17,54,19,4,19,697,10,10,13,9,3,3,18,51
1253,Corinthians,0–0,Atl Goianiense,,Paulo Roberto Alves Júnior,0,0,"https://fbref.com/en/matches/10d42d8d/Corinthians-Atletico-Goianiense-September-30-2020-Serie-A"">Match Report",53%,47%,84%,81%,33%,35%,83%,100%,18,4,21,641,11,10,14,21,4,10,23,53,12,7,26,576,13,12,16,17,2,9,19,60
1254,Botafogo (RJ),1–2,Bahia,,Savio Pereira,1,2,"https://fbref.com/en/matches/5fa64622/Botafogo-RJ-Bahia-September-30-2020-Serie-A"">Match Report",62%,39%,86%,72%,19%,33%,50%,33%,18,8,24,690,14,8,24,15,0,10,17,54,14,5,12,496,19,6,25,21,1,11,17,49
1255,Grêmio,1–1,Internacional,,Raphael Claus,1,1,"https://fbref.com/en/matches/2929a298/Gremio-Internacional-October-3-2020-Serie-A"">Match Report",47%,53%,77%,79%,36%,20%,50%,80%,14,5,16,553,12,14,16,12,1,8,23,61,16,5,14,594,13,11,16,13,1,7,15,67
1256,Palmeiras,2–1,Ceará,,Bruno Arleu de Araujo,2,1,"https://fbref.com/en/matches/b9e9ff22/Palmeiras-Ceara-October-3-2020-Serie-A"">Match Report",64%,36%,86%,75%,41%,54%,85%,81%,10,9,24,732,18,9,14,10,1,9,28,61,19,4,12,494,5,11,8,25,0,12,26,61
1257,Bragantino,0–0,Corinthians,,Edina Alves Batista,0,0,"https://fbref.com/en/matches/9dabaad6/Bragantino-Corinthians-October-3-2020-Serie-A"">Match Report",40%,60%,81%,86%,18%,33%,100%,100%,18,3,14,556,15,12,6,19,1,8,26,50,13,8,25,747,20,12,8,11,1,10,24,50
1258,Botafogo (RJ),1–1,Fluminense,,Anderson Daronco,1,1,"https://fbref.com/en/matches/952d2059/Botafogo-RJ-Fluminense-October-4-2020-Serie-A"">Match Report",51%,49%,80%,79%,35%,63%,100%,83%,20,7,22,572,15,9,21,13,0,6,18,49,22,4,15,551,15,11,20,31,1,10,14,49
1259,Flamengo,3–1,Atl Paranaense,,Rodrigo D'Alonso Ferreira,3,1,"https://fbref.com/en/matches/88ccc489/Flamengo-Atletico-Paranaense-October-4-2020-Serie-A"">Match Report",54%,46%,85%,80%,54%,27%,66%,57%,18,4,18,630,15,14,7,9,2,5,15,48,22,5,14,544,22,15,7,12,2,9,20,51
1260,Coritiba,1–1,São Paulo,,Wagner do Nascimento Magalhaes,1,1,"https://fbref.com/en/matches/4d57da3f/Coritiba-Sao-Paulo-October-4-2020-Serie-A"">Match Report",24%,76%,64%,89%,33%,26%,80%,0%,13,2,6,379,16,11,12,46,0,10,10,67,12,11,44,850,11,1,26,10,2,4,26,56
1261,Bahia,1–2,Sport Recife,,Rafael Traci,1,2,"https://fbref.com/en/matches/4bd7b7e5/Bahia-Sport-Recife-October-4-2020-Serie-A"">Match Report",59%,41%,83%,72%,48%,40%,0%,90%,15,11,39,696,14,17,19,3,2,4,32,51,13,0,4,548,17,16,25,34,0,7,18,60
1262,Fortaleza,0–0,Atl Goianiense,,Jose Mendonca da Silva Junior,0,0,"https://fbref.com/en/matches/7831995b/Fortaleza-Atletico-Goianiense-October-4-2020-Serie-A"">Match Report",59%,41%,85%,78%,35%,29%,100%,66%,8,8,26,663,8,3,15,12,1,6,16,67,14,1,21,491,13,13,16,18,0,7,16,63
1263,Goiás,2–3,Santos,,Marielson Alves Silva,2,3,"https://fbref.com/en/matches/03ea3f96/Goias-Santos-October-4-2020-Serie-A"">Match Report",55%,45%,83%,78%,29%,40%,50%,50%,16,2,18,543,13,10,9,6,4,4,22,47,15,4,11,460,6,5,8,17,0,12,20,64
1264,Atlético Mineiro,4–1,Vasco da Gama,,Leandro Pedro Vuaden,4,1,"https://fbref.com/en/matches/c2522dbc/Atletico-Mineiro-Vasco-da-Gama-October-4-2020-Serie-A"">Match Report",60%,40%,87%,77%,33%,40%,50%,42%,24,6,23,674,16,11,7,12,4,4,17,47,10,3,15,501,14,11,1,14,2,13,16,60
1265,Corinthians,1–1,Santos,,Marcelo de Lima Henrique,1,1,"https://fbref.com/en/matches/7581b19c/Corinthians-Santos-October-7-2020-Serie-A"">Match Report",62%,38%,85%,75%,31%,25%,50%,75%,19,6,19,724,7,16,20,10,0,6,29,41,16,3,17,500,17,16,11,17,0,8,19,67
1266,Bahia,3–0,Vasco da Gama,,Jean Pierre Goncalves Lima,3,0,"https://fbref.com/en/matches/fa4a0915/Bahia-Vasco-da-Gama-October-7-2020-Serie-A"">Match Report",47%,53%,85%,88%,46%,20%,50%,50%,18,4,11,613,11,10,16,17,0,7,18,43,15,6,25,660,15,5,16,12,1,7,17,42
1267,Flamengo,3–0,Sport Recife,,Caio Max Augusto Vieira,3,0,"https://fbref.com/en/matches/3cf9d8c2/Flamengo-Sport-Recife-October-7-2020-Serie-A"">Match Report",63%,37%,89%,78%,38%,14%,50%,50%,14,8,21,738,8,10,16,12,1,8,15,57,16,6,16,485,9,16,8,20,1,9,12,47
1268,Grêmio,2–1,Coritiba,,Ramon Abatti Abel,2,1,"https://fbref.com/en/matches/5c4b756a/Gremio-Coritiba-October-7-2020-Serie-A"">Match Report",50%,51%,84%,85%,45%,31%,50%,60%,18,6,16,666,16,13,22,19,1,6,15,51,21,6,15,677,16,17,18,17,4,3,23,52
1269,Goiás,2–4,Fluminense,,Luiz Flávio de Oliveira,2,4,"https://fbref.com/en/matches/1f4126c8/Goias-Fluminense-October-7-2020-Serie-A"">Match Report",43%,58%,77%,85%,25%,50%,20%,33%,19,5,22,494,10,12,15,13,0,9,17,50,15,4,20,636,12,10,12,18,4,13,20,57
1270,São Paulo,3–0,Atl Goianiense,,Dyorgines José Padovani Andrade,3,0,"https://fbref.com/en/matches/c620f75d/Sao-Paulo-Atletico-Goianiense-October-7-2020-Serie-A"">Match Report",51%,49%,85%,81%,32%,40%,83%,75%,17,5,22,601,13,5,20,14,1,11,19,46,12,3,14,572,7,4,15,13,2,13,24,69
1271,Fortaleza,2–1,Atlético Mineiro,,Savio Pereira,2,1,"https://fbref.com/en/matches/5170bf9a/Fortaleza-Atletico-Mineiro-October-7-2020-Serie-A"">Match Report",31%,69%,76%,89%,43%,27%,75%,33%,9,1,10,424,8,15,21,38,1,17,11,70,19,8,27,731,9,7,20,8,2,2,19,72
1272,Botafogo (RJ),2–1,Palmeiras,,Rodolpho Toski Marques,2,1,"https://fbref.com/en/matches/51e92842/Botafogo-RJ-Palmeiras-October-7-2020-Serie-A"">Match Report",36%,64%,76%,86%,36%,25%,60%,50%,16,2,12,454,14,11,10,22,1,13,12,58,15,5,24,706,11,12,12,10,2,6,20,43
1273,Atl Paranaense,0–0,Ceará,,Wilton Sampaio,0,0,"https://fbref.com/en/matches/3fbed4a3/Atletico-Paranaense-Ceara-October-8-2020-Serie-A"">Match Report",62%,39%,88%,79%,14%,31%,100%,50%,11,3,25,738,10,16,6,12,2,10,20,71,12,3,14,523,10,20,13,23,2,13,16,62
1274,Bragantino,0–2,Internacional,,Felipe Fernandes de Lima,0,2,"https://fbref.com/en/matches/d4798494/Bragantino-Internacional-October-8-2020-Serie-A"">Match Report",48%,52%,80%,83%,17%,63%,60%,100%,18,7,26,589,15,9,9,6,2,6,25,49,22,2,9,635,17,13,16,22,1,9,22,76
1275,Vasco da Gama,1–2,Flamengo,,Flavio Rodrigues De Souza,1,2,"https://fbref.com/en/matches/58b9dff0/Classico-dos-Milhoes-Vasco-da-Gama-Flamengo-October-10-2020-Serie-A"">Match Report",38%,62%,78%,87%,31%,38%,33%,75%,14,5,16,537,15,15,16,23,3,6,16,52,25,5,17,760,14,12,18,18,2,7,21,58
1276,Coritiba,0–0,Fortaleza,,Ricardo Marques Ribeiro,0,0,"https://fbref.com/en/matches/24a3ceb5/Coritiba-Fortaleza-October-10-2020-Serie-A"">Match Report",45%,55%,87%,86%,20%,17%,100%,100%,19,2,15,550,9,12,7,13,1,6,16,42,12,4,13,637,8,8,13,12,0,14,18,72
1277,Palmeiras,0–2,São Paulo,,Leandro Pedro Vuaden,0,2,"https://fbref.com/en/matches/616c66bc/Palmeiras-Sao-Paulo-October-10-2020-Serie-A"">Match Report",48%,53%,85%,83%,33%,31%,50%,100%,15,8,25,604,18,7,11,10,2,8,13,74,17,4,14,657,18,9,12,24,0,9,15,51
1278,Atlético Mineiro,3–0,Goiás,,Vinicius Gonçalves Dias Araujo,3,0,"https://fbref.com/en/matches/c89d7a99/Atletico-Mineiro-Goias-October-10-2020-Serie-A"">Match Report",66%,34%,85%,69%,52%,75%,100%,66%,14,8,25,808,16,13,16,5,4,2,22,67,11,1,13,513,26,23,9,21,1,15,18,73
1279,Fluminense,1–0,Bahia,,Jose Mendonca da Silva Junior,1,0,"https://fbref.com/en/matches/36e83c53/Fluminense-Bahia-October-11-2020-Serie-A"">Match Report",50%,50%,78%,82%,25%,8%,100%,50%,26,3,22,580,18,14,20,17,0,12,18,46,18,4,24,589,14,14,17,30,0,3,18,45
1280,Santos,2–1,Grêmio,,Braulio da Silva Machado,2,1,"https://fbref.com/en/matches/c5586235/Santos-Gremio-October-11-2020-Serie-A"">Match Report",57%,44%,75%,73%,55%,36%,75%,66%,16,4,16,619,20,20,14,21,3,8,30,55,14,7,22,509,19,9,24,18,2,7,23,40
1281,Sport Recife,1–2,Botafogo (RJ),,Rodrigo D'Alonso Ferreira,1,2,"https://fbref.com/en/matches/3d90afef/Sport-Recife-Botafogo-RJ-October-11-2020-Serie-A"">Match Report",63%,37%,85%,78%,18%,36%,50%,66%,11,6,27,717,15,10,27,26,0,4,21,48,15,8,15,493,10,15,8,24,0,17,19,49
1282,Atl Goianiense,2–1,Bragantino,,Heber Roberto Lopes,2,1,"https://fbref.com/en/matches/257bbff1/Atletico-Goianiense-Bragantino-October-11-2020-Serie-A"">Match Report",53%,47%,77%,77%,32%,26%,80%,75%,17,7,30,602,12,14,29,20,0,9,23,63,18,11,23,553,15,21,15,25,2,15,26,55
1283,Ceará,2–1,Corinthians,,Anderson Daronco,2,1,"https://fbref.com/en/matches/b5430ef8/Ceara-Corinthians-October-11-2020-Serie-A"">Match Report",39%,61%,78%,80%,27%,30%,66%,75%,9,6,19,492,10,16,22,30,2,6,17,46,10,6,19,641,13,15,13,11,1,14,24,58
1284,Internacional,2–1,Atl Paranaense,,Bruno Arleu de Araujo,2,1,"https://fbref.com/en/matches/753b4c28/Internacional-Atletico-Paranaense-October-11-2020-Serie-A"">Match Report",46%,54%,76%,80%,43%,27%,75%,50%,19,6,12,596,29,10,14,9,3,7,24,78,14,1,11,676,17,11,25,9,2,6,22,69
1285,Flamengo,2–1,Goiás,,Paulo Roberto Alves Júnior,2,1,"https://fbref.com/en/matches/45e9ff0d/Flamengo-Goias-October-13-2020-Serie-A"">Match Report",67%,33%,85%,67%,42%,50%,75%,76%,12,9,42,788,18,16,23,7,1,4,26,61,12,4,10,482,17,13,14,32,4,16,14,61
1286,Palmeiras,1–3,Coritiba,,Jefferson Ferreira de Moraes,1,3,"https://fbref.com/en/matches/6083b593/Palmeiras-Coritiba-October-14-2020-Serie-A"">Match Report",54%,46%,81%,77%,31%,75%,66%,80%,13,6,28,642,18,14,15,11,1,5,18,56,20,2,6,573,20,11,14,25,2,16,19,59
1287,Grêmio,3–1,Botafogo (RJ),,Luiz Flávio de Oliveira,3,1,"https://fbref.com/en/matches/60f9650d/Gremio-Botafogo-RJ-October-14-2020-Serie-A"">Match Report",50%,50%,84%,81%,36%,19%,66%,25%,11,1,9,658,7,10,21,25,1,11,24,53,13,4,23,618,18,6,17,10,0,8,20,50
1288,Santos,0–1,Atl Goianiense,,Igor Junior Benevenuto,0,1,"https://fbref.com/en/matches/59d7cea3/Santos-Atletico-Goianiense-October-14-2020-Serie-A"">Match Report",59%,41%,80%,66%,25%,13%,0%,100%,18,7,28,581,14,12,17,11,1,9,19,55,21,2,8,469,15,9,21,20,2,11,31,62
1289,Atlético Mineiro,1–1,Fluminense,,Raphael Claus,1,1,"https://fbref.com/en/matches/e1e2c687/Atletico-Mineiro-Fluminense-October-14-2020-Serie-A"">Match Report",65%,35%,86%,70%,62%,27%,66%,87%,11,9,33,759,25,13,8,16,0,7,24,48,9,4,16,521,19,24,13,31,3,5,15,61
1290,Sport Recife,3–5,Internacional,,Wagner do Nascimento Magalhaes,3,5,"https://fbref.com/en/matches/bb9b70e3/Sport-Recife-Internacional-October-14-2020-Serie-A"">Match Report",49%,51%,81%,85%,43%,60%,44%,33%,6,2,18,607,9,6,14,17,1,7,19,57,19,7,29,628,18,17,20,21,3,3,16,46
1291,Atl Paranaense,0–1,Corinthians,,Savio Pereira,0,1,"https://fbref.com/en/matches/6ac72846/Atletico-Paranaense-Corinthians-October-14-2020-Serie-A"">Match Report",61%,39%,84%,77%,56%,46%,83%,100%,18,8,25,708,7,10,10,13,2,11,22,78,14,2,19,522,12,11,9,23,1,9,27,52
1292,Flamengo,1–1,Bragantino,,Daniel Nobre Bins,1,1,"https://fbref.com/en/matches/471b8ee9/Flamengo-Bragantino-October-15-2020-Serie-A"">Match Report",69%,31%,84%,65%,53%,27%,66%,90%,16,5,28,831,12,20,13,6,1,9,39,48,14,1,8,478,25,28,13,21,2,7,13,54
1293,Goiás,1–1,Bahia,,Rodrigo Carvalhaes de Miranda,1,1,"https://fbref.com/en/matches/00ba4dcf/Goias-Bahia-October-16-2020-Serie-A"">Match Report",53%,48%,80%,79%,40%,23%,66%,75%,16,5,17,589,17,8,14,25,1,13,17,51,18,2,29,545,9,24,18,19,3,9,23,54
1294,Fluminense,2–2,Ceará,,Gilberto Rodrigues Castro Junior,2,2,"https://fbref.com/en/matches/5102fc30/Fluminense-Ceara-October-17-2020-Serie-A"">Match Report",58%,42%,84%,77%,50%,24%,75%,33%,16,4,19,731,19,21,24,16,2,9,14,57,17,3,12,566,21,17,17,15,2,3,20,58
1295,Atl Goianiense,1–1,Atl Paranaense,,Pablo Ramón Goncalves Pinheiro,1,1,"https://fbref.com/en/matches/90f1e389/Atletico-Goianiense-Atletico-Paranaense-October-17-2020-Serie-A"">Match Report",37%,63%,75%,87%,8%,39%,71%,0%,10,2,13,465,11,14,5,23,1,8,25,64,20,11,35,631,13,8,14,11,2,11,16,51
1296,Coritiba,1–2,Santos,,Bruno Arleu de Araujo,1,2,"https://fbref.com/en/matches/339a225d/Coritiba-Santos-October-17-2020-Serie-A"">Match Report",53%,47%,82%,76%,21%,33%,0%,75%,18,9,21,588,12,7,15,15,1,4,23,52,25,1,15,533,19,11,5,25,0,17,19,57
1297,São Paulo,0–0,Grêmio,,Rafael Traci,0,0,"https://fbref.com/en/matches/c6d26d5c/Sao-Paulo-Gremio-October-17-2020-Serie-A"">Match Report",63%,38%,88%,80%,11%,18%,100%,100%,24,2,12,697,17,6,14,13,1,12,13,35,15,7,13,481,20,13,10,9,2,9,16,53
1298,Corinthians,1–5,Flamengo,,Leandro Pedro Vuaden,1,5,"https://fbref.com/en/matches/73d0dc05/Corinthians-Flamengo-October-18-2020-Serie-A"">Match Report",39%,61%,77%,84%,37%,78%,14%,85%,14,10,30,525,13,16,17,15,1,7,18,39,13,3,15,741,24,15,10,21,2,9,19,51
1299,Internacional,2–0,Vasco da Gama,,Braulio da Silva Machado,2,0,"https://fbref.com/en/matches/8e0576ff/Internacional-Vasco-da-Gama-October-18-2020-Serie-A"">Match Report",52%,48%,87%,83%,54%,50%,100%,71%,17,6,15,683,20,19,17,9,1,6,16,47,11,3,12,633,12,16,14,7,0,7,16,54
1300,Bragantino,2–0,Sport Recife,,Ricardo Marques Ribeiro,2,0,"https://fbref.com/en/matches/a8a67054/Bragantino-Sport-Recife-October-18-2020-Serie-A"">Match Report",50%,50%,82%,79%,22%,67%,100%,50%,13,8,29,674,13,18,11,8,1,4,31,67,13,6,16,646,18,25,7,20,0,18,27,64
1301,Fortaleza,2–0,Palmeiras,,Marcelo de Lima Henrique,2,0,"https://fbref.com/en/matches/a51b17c8/Fortaleza-Palmeiras-October-18-2020-Serie-A"">Match Report",51%,49%,83%,86%,40%,20%,100%,50%,14,1,10,637,13,15,12,21,0,8,18,61,19,7,30,610,14,11,15,13,2,5,21,36
1302,Botafogo (RJ),0–0,Goiás,,Edina Alves Batista,0,0,"https://fbref.com/en/matches/969220df/Botafogo-RJ-Goias-October-19-2020-Serie-A"">Match Report",62%,38%,85%,73%,26%,33%,100%,100%,18,11,34,753,20,12,24,18,3,9,20,57,11,5,15,530,17,17,25,34,0,12,9,43
1303,Bahia,3–1,Atlético Mineiro,,Anderson Daronco,3,1,"https://fbref.com/en/matches/94a3177c/Bahia-Atletico-Mineiro-October-19-2020-Serie-A"">Match Report",34%,66%,74%,87%,46%,19%,75%,50%,14,2,6,466,12,8,14,24,1,13,12,55,14,8,37,744,17,12,15,5,1,4,28,46
1304,Vasco da Gama,1–2,Corinthians,,Caio Max Augusto Vieira,1,2,"https://fbref.com/en/matches/cadd31a0/Vasco-da-Gama-Corinthians-October-21-2020-Serie-A"">Match Report",64%,36%,83%,70%,47%,27%,66%,87%,12,9,29,767,16,5,26,18,1,5,25,45,18,6,19,519,18,12,19,27,2,8,23,59
1305,Bragantino,2–0,Goiás,,Ramon Abatti Abel,2,0,"https://fbref.com/en/matches/aa4ad118/Bragantino-Goias-October-24-2020-Serie-A"">Match Report",52%,48%,80%,74%,43%,29%,50%,50%,17,6,22,592,17,23,16,23,1,7,22,62,15,4,15,546,11,16,21,21,3,9,24,51
1306,Ceará,2–1,Coritiba,,Felipe Fernandes de Lima,2,1,"https://fbref.com/en/matches/9f19279a/Ceara-Coritiba-October-24-2020-Serie-A"">Match Report",37%,63%,68%,82%,27%,40%,83%,50%,22,5,18,464,12,22,21,22,1,10,19,54,12,8,23,681,9,13,15,19,1,9,37,64
1307,Atlético Mineiro,0–0,Sport Recife,,Paulo Roberto Alves Júnior,0,0,"https://fbref.com/en/matches/c1bc2606/Atletico-Mineiro-Sport-Recife-October-24-2020-Serie-A"">Match Report",76%,24%,88%,56%,35%,0%,%,100%,10,13,54,926,6,8,26,5,2,7,29,39,11,4,10,402,18,13,7,44,1,17,21,62
1308,Fluminense,3–1,Santos,,Anderson Daronco,3,1,"https://fbref.com/en/matches/1c10fb8e/Fluminense-Santos-October-25-2020-Serie-A"">Match Report",48%,52%,79%,80%,42%,30%,33%,62%,13,10,20,458,10,6,24,19,2,7,17,38,18,8,21,485,24,12,10,27,3,7,11,35
1309,Atl Goianiense,0–3,Palmeiras,,Savio Pereira,0,3,"https://fbref.com/en/matches/1b45bb95/Atletico-Goianiense-Palmeiras-October-25-2020-Serie-A"">Match Report",57%,44%,86%,80%,25%,33%,25%,100%,15,6,19,656,12,11,11,19,0,8,23,43,17,3,14,543,21,14,13,20,2,10,18,60
1310,Internacional,2–2,Flamengo,,Wilton Sampaio,2,2,"https://fbref.com/en/matches/454a4eb2/Internacional-Flamengo-October-25-2020-Serie-A"">Match Report",28%,72%,69%,87%,60%,38%,50%,50%,16,1,8,456,25,12,20,34,1,9,20,53,15,7,27,851,19,16,18,3,1,5,21,70
1311,Atl Paranaense,1–2,Grêmio,,Flavio Rodrigues De Souza,1,2,"https://fbref.com/en/matches/8864d1a6/Atletico-Paranaense-Gremio-October-25-2020-Serie-A"">Match Report",65%,35%,90%,79%,20%,25%,50%,0%,15,4,13,718,17,11,11,15,1,9,21,46,11,2,16,454,18,16,9,12,1,6,21,44
1312,Botafogo (RJ),2–2,Ceará,,Diego Pombo Lopez,2,2,"https://fbref.com/en/matches/b46ca342/Botafogo-RJ-Ceara-October-31-2020-Serie-A"">Match Report",61%,39%,86%,74%,58%,40%,50%,71%,17,4,15,667,15,13,12,14,1,7,21,43,19,2,12,479,18,6,22,19,0,7,21,41
1313,Coritiba,1–0,Atl Goianiense,,Daniel Nobre Bins,1,0,"https://fbref.com/en/matches/c5fc8118/Coritiba-Atletico-Goianiense-October-31-2020-Serie-A"">Match Report",30%,70%,71%,87%,33%,36%,100%,0%,22,0,4,412,21,14,9,23,0,12,24,54,18,12,36,747,11,7,13,6,0,5,27,53
1314,Corinthians,1–0,Internacional,,Paulo Roberto Alves Júnior,1,0,"https://fbref.com/en/matches/b619d991/Corinthians-Internacional-October-31-2020-Serie-A"">Match Report",35%,65%,64%,79%,50%,0%,%,50%,17,2,12,528,15,19,22,19,2,13,31,81,12,4,26,787,18,9,20,13,2,7,30,76
1315,Fortaleza,0–1,Fluminense,,Marielson Alves Silva,0,1,"https://fbref.com/en/matches/d427daf5/Fortaleza-Fluminense-October-31-2020-Serie-A"">Match Report",44%,56%,83%,88%,25%,36%,75%,100%,14,3,7,537,16,5,16,25,0,5,12,51,18,7,29,653,17,10,17,10,1,5,17,44
1316,Sport Recife,1–0,Atl Paranaense,,Jefferson Ferreira de Moraes,1,0,"https://fbref.com/en/matches/24a79762/Sport-Recife-Atletico-Paranaense-November-1-2020-Serie-A"">Match Report",41%,59%,73%,82%,27%,17%,100%,66%,17,2,12,512,18,17,13,26,3,9,16,64,15,5,24,675,8,17,15,13,3,6,21,57
1317,Flamengo,1–4,São Paulo,,Caio Max Augusto Vieira,1,4,"https://fbref.com/en/matches/bbb05210/Flamengo-Sao-Paulo-November-1-2020-Serie-A"">Match Report",53%,47%,87%,85%,41%,62%,50%,85%,18,6,21,648,16,14,12,12,2,5,19,52,18,4,13,583,21,10,12,24,0,6,10,56
1318,Santos,3–1,Bahia,,Heber Roberto Lopes,3,1,"https://fbref.com/en/matches/ee963e4e/Santos-Bahia-November-1-2020-Serie-A"">Match Report",56%,44%,83%,80%,67%,29%,83%,50%,19,6,18,638,16,9,15,27,2,8,12,55,13,9,26,557,19,11,12,17,3,2,20,34
1319,Goiás,1–1,Vasco da Gama,,Igor Junior Benevenuto,1,1,"https://fbref.com/en/matches/17a46231/Goias-Vasco-da-Gama-November-1-2020-Serie-A"">Match Report",46%,54%,76%,81%,53%,14%,0%,90%,16,2,17,524,11,2,23,15,2,6,18,47,19,6,20,622,17,10,13,24,6,6,29,71
1320,Palmeiras,3–0,Atlético Mineiro,,Braulio da Silva Machado,3,0,"https://fbref.com/en/matches/ab7623a3/Palmeiras-Atletico-Mineiro-November-2-2020-Serie-A"">Match Report",36%,64%,77%,86%,42%,13%,100%,62%,10,3,17,486,12,18,12,28,2,10,16,70,12,9,26,721,11,7,14,13,0,11,27,39
1321,Grêmio,2–1,Bragantino,,Savio Pereira,2,1,"https://fbref.com/en/matches/b68d50a1/Gremio-Bragantino-November-2-2020-Serie-A"">Match Report",56%,45%,87%,85%,27%,54%,85%,33%,13,3,9,776,20,17,14,14,1,5,23,44,12,4,15,643,15,18,10,12,0,6,25,31
1322,Atl Paranaense,2–1,Fortaleza,,Ramon Abatti Abel,2,1,"https://fbref.com/en/matches/07c890fa/Atletico-Paranaense-Fortaleza-November-7-2020-Serie-A"">Match Report",63%,37%,86%,78%,29%,42%,40%,66%,20,10,36,670,5,10,21,11,3,6,26,61,14,3,10,474,12,10,24,29,4,8,10,74
